ID;Tipo Defeito;Status;Squad;Nome;Sistema;Comunidade;Alvo;Criticidade;Criado Por;Data Criacao Item Backlog;Data Resolucao Item Backlog;Qtd
23044734;Defeito;Em Refinamento;AI006 - Core e Adm. Fase Retorno e Recebimento;BEMPF10 - Erro no cálculo da prestação do contrato 855553841341;SIACI;Administração do Crédito Imobiliário;Sem Atuação da GEQTI;Q3;Giovani Gomes da Silva;45764;;1
23044724;Teste Funcional;Em Desenvolvimento;CD047 - Auditoria;SALA 01 - Erro em Produção - Processos Aris - Resumo do processamento - Impeditiva;SIAUD;Clientes;Sem Atuação da GEQTI;Q3;Jose Lazaro de Padua;45764;;1
23044722;Defeito;Novo;CR040 - SIEMP Agro Sustentação;CR040 - Rural -Quando houver rejeição do SIAEF é para recusa apenas a liberação rejeitada;SIEMP;Crédito Comercial e Agronegócio;Sem Atuação da GEQTI;Q3;Eduardo Alves da Costa;45764;;1
23044707;Defeito;Novo;DC009 - Squad 4 Sustentação - LCR - NSGD BR;SILCR - Erro - Dívida Liquidada com valor ainda pendente;SILCR;Depósitos e Captação;Certificação;Q3;Maria Inacia de Souza;45764;;1
23044650;Defeito;Aceito;DC004 - Squad D - NSGD SP;D09 - Correção da branch SID09 - API Conta Depósito - Consultas para OKD4;SID09;Depósitos e Captação;Sem Atuação da GEQTI;Q2;Marcio Hideki Itasiki;45764;;1
23044556;Defeito;Pronto;CD048 - Jurídico;SIJUR - ETL - Problema na Rotina de Pagamento;SIJUR;Clientes;Sem Atuação da GEQTI;Q1;Wendel Lopes dos Santos;45764;;1
23044447;Defeito;Em Desenvolvimento;MP028 - [PIX] DICT BACEN;"DICT - DEFEITO - Campo ""Chave"" não Obrigatório na Criação de Chaves - sispi-container-dict";SISPI;Meios de Pagamento;Sem Atuação da GEQTI;Q4;Carlos Cesar de Oliveira Polo;45764;;1
23044364;Defeito;Em Desenvolvimento;CR034 - SICCR PJ;[CCR] [ROTATIVOS] [GECRE05] [DEFEITO]- atualização de representantes legais com erro - não impeditivo;SICCR;Crédito Comercial e Agronegócio;Certificação;Q3;Ana Paula Felix Mota;45764;;1
23044096;Defeito;Novo;FP037 - SIGIP_SINAT;SINAT - Diferença no percentual do cálculo de multa para pagamento de DARF;SINAT;Financeiro e Controladoria;Sem Atuação da GEQTI;Q2;Fernando Yokota;45764;;1
23044062;Defeito;Implantado;MP011 - CONTRATAÇÃO DE CARTÃO DE CRÉDITO;SICAC_IB 23044062 - RM 23063453 - CECOP08 - GECOP03 - Bandeira JCB sendo ofertada como qualificada no SICAC 17/04/25;SICAC;Meios de Pagamento;Sem Atuação da GEQTI;Q2;Fernanda Luiza Pereira Cotrim Leite;45764;45772;1
23044060;Defeito;Aceito;PS028 - Farmacia Popular;SIFAP - Aplicação de ROLE MTRSDNINT ao usuário cli-ser-fap;SIFAP;Programas Sociais;Sem Atuação da GEQTI;Q1;Sarah Raquel de Lima Fernandes;45764;;1
